name,url,remote_support,adaptive_support,description,job_levels,languages,duration_minutes,test_type
HiPo Assessment Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,Yes,No,"HiPo Assessment Report 2.0 Description Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 2.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This report equips organizations with data-driven insights for identifying and developing future leaders, helping to ensure long-term organizational success. Test Type: C P",,,,"['C', 'P']"
HiPo Unlocking Potential Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,Yes,No,"HiPo Unlocking Potential Report 2.0 Description This report draws insights from the Occupational Personality QuestionnaireTM (OPQ32). Used for individuals who are selected into a client’s HiPo program, it provides a detailed analysis of managerial and leadership potential. Test Type: C",,,,['C']
Housekeeping (New),https://www.shl.com/products/product-catalog/view/housekeeping-new/,Yes,No,"Housekeeping (New) Description Multi-choice test that measures the knowledge of housekeeping activities such as cleaning, laundry, room maintenance and routine checks. Job levels Entry-Level, Front Line Manager, Supervisor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 7 Test Type: K","['Entry-Level', 'Front Line Manager', 'Supervisor', '']","['English (USA)', '']",7,['K']
HTML/CSS (New),https://www.shl.com/products/product-catalog/view/htmlcss-new/,Yes,No,"HTML/CSS (New) Description Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 12 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",12,['K']
HTML5 (New),https://www.shl.com/products/product-catalog/view/html5-new/,Yes,No,"HTML5 (New) Description Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 11 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",11,['K']
Human Resources (New),https://www.shl.com/products/product-catalog/view/human-resources-new/,Yes,No,"Human Resources (New) Description Multi-choice test that measures the candidate on his/her knowledge and understanding of the basic concepts of Human Resources Management like planning, training and development, performance appraisal, compensation management, etc. It also evaluates the candidate’s understanding of organizational behavior in different organizational structures. Job levels Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 8 Test Type: K","['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English (USA)', '']",8,['K']
IBM DataStage (New),https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,Yes,No,"IBM DataStage (New) Description Multi-choice test that measures the knowledge on the concepts of Data Warehouse fundamentals, DataStage fundamentals, DataStage stages and, DataStage Designer & Director. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 15 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",15,['K']
IBM Sterling Order Management System (New),https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/,Yes,No,"IBM Sterling Order Management System (New) Description Multi-choice test that measures the knowledge of the basic concepts of Sterling Order Management System installation, modeling, extensibility, inventory reservations, etc. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 13 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",13,['K']
Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,Yes,No,"Industrial Engineering (New) Description Multi-choice test that measures the conceptual knowledge of design, quality control, reliability, management and costing of manufacturing systems. Job levels Graduate, Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 9 Test Type: K","['Graduate', 'Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",9,['K']
Informatica (Architecture) (New),https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,Yes,No,"Informatica (Architecture) (New) Description Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 10 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",10,['K']
Informatica (Developer) (New),https://www.shl.com/products/product-catalog/view/informatica-developer-new/,Yes,No,"Informatica (Developer) (New) Description Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 11 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",11,['K']
Instrumentation Engineering (New),https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,Yes,No,"Instrumentation Engineering (New) Description Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems. Job levels Graduate, Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 12 Test Type: K","['Graduate', 'Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",12,['K']
Interpersonal Communications,https://www.shl.com/products/product-catalog/view/interpersonal-communications/,Yes,Yes,"Interpersonal Communications Description This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage conflicts. It is designed for all professionals and covers the following topics: Communication and Perception, Group Communication and Teamwork, Intercultural Communication, Interpersonal Communication, Interviewing and Communication, Intrapersonal Communication, Listening, Nonverbal Communication, Technology in Communication, Verbal Communication, and Language. Job levels Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 15 to 35 Test Type: K","['Entry-Level', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",15,['K']
